system_prompt_id,system_prompt,description,version
Прагматические свойства:·	важность;
·	полнота (степень уменьшения априорной неопределен-ности);
·	достоверность;
·	своевременность;
·	целесообразность;
·	соотносимость с фактами, явлениями.
Для удовлетворения законных прав и интересов владельцев 
информации необходимо прежде всего постоянно поддержи-вать секретность, целостность и доступность информации. При 
нарушении хотя бы одного из этих свойств ценность информа-ции снижается либо теряется вообще:
·	если ценность теряется при ее раскрытии, то говорят, что имеется опасность нарушения секретности информации;
·	если ценность информации теряется при изменении или уничтожении информации, то говорят, что имеется опас-ность для целостности информации;
·	если ценность информации теряется при ее неоператив-ном использовании, то говорят, что имеется опасность 
нарушения доступности информации.
Ценность информации изменяется во времени. К измене-
нию ценности информации приводят распространение ин-
402. Информация как объект защиты
формации и ее использование. Характер изменения ценности 
во времени зависит от вида информации. Для большинства ви-дов можно представить общую схему жизненного цикла инфор-мации (рис. 2.2).
 Получение 
данны хХран ение Выборка Обработка 
Подгот овка 
к хран ению
Оценка 
Уничтожен ие Использован ие 
Отчетные 
данны е 
Рис. 2.2. Жизненный цикл информации
Ценность большинства видов информации, циркулирующей 
в информационной системе, со временем уменьшается — ин-формация стареет. Старение информации С
и в первом прибли-
жении можно аппроксимировать выражением вида
 С0(t) = С0 exp (–2,3t/tж.ц),
где С0 — ценность информации в момент ее возникновения 
(создания); t — время от момента возникновения информации 
до момента ее использования; tж.ц — продолжительность жиз-
ненного цикла информации (от момента возникновения до мо-
мента устаревания).
В соответствии с этим выражением за время жизненного 
цикла ценность информации уменьшается в 10 раз.
412.4. Виды и формы представления информации. Информационные ресурсы
2.4. Виды и формы представления информации. 
информационные ресурсы
В соответствии с законодательством вводится понятие ин-
формационных ресурсов. Информационные ресурсы предпри-
ятия, организации, учреждения, компании и  других госу -
дарственных и негосударственных структур включают в себя отдельные документы и отдельные массивы документов (дела), 
документы и комплексы документов в информационных си-
стемах (библиотеках, архивах, фондах, банках данных элек-
тронно-информационных систем) на любых носителях, в том 
числе обеспечивающих работу вычислительной и организаци-онной техники. Информационные ресурсы являются объек-
тами отношений физических и юридических лиц между собой 
и с государством. В совокупности они составляют информаци-
онные ресурсы России и защищаются наравне с другими вида-ми ресурсов. Обязательным условием для включения в инфор-
мационные ресурсы является документирование информации.
Любая документированная информация имеет следующие 
реквизиты:
·	наименование документа;
·	гриф секретности или конфиденциальности (если тако-вые имеются);
·	регистрационный номер;
·	дату создания и регистрации;
·	автора и (или) исполнителя;
·	срок действия грифа секретности или конфиденциально-сти, если таковые имеются;
·	атрибуты учреждения.
Кроме того, в реквизитах могут указываться адреса рассыл-
ки (пользователей).
Документированная информация может быть представлена 
в виде справок, решений, приказов, распоряжений, заданий, 
422. Информация как объект защиты
отчетов, ведомостей, инструкций, комментариев, писем и за-
писок, телеграмм, чеков, статей и др. Все эти виды документов 
могут отличаться по форме. Обычно в служебном и секретном 
делопроизводстве эти формы стандартизованы. В  различных ве -
домствах они могут быть неодинаковыми. В информационных системах документированная информация представлена в виде файлов, папок, массивов, баз данных, программ.
Законодательством Российской Федерации или соглашени-
ем сторон могут быть установлены требования к документиро-ванию информации.
В федеральных органах исполнительной власти докумен-
тирование информации осуществляется в порядке, устанав-ливаемом Правительством Российской Федерации. Правила делопроизводства и документооборота, установленные ины-ми государственными органами, органами местного самоу-правления в пределах их компетенции, должны соответство-вать требованиям, установленным Правительством Российской Федерации в части делопроизводства и документооборота для федеральных органов исполнительной власти.
Электронное сообщение, подписанное электронной цифро-
вой подписью или иным аналогом собственноручной подписи, признается электронным документом, равнозначным докумен -
ту, подписанному собственноручной подписью, в случаях, если федеральными законами или иными нормативными правовы-ми актами не устанавливается или не подразумевается требо-вание о составлении такого документа на бумажном носителе.
2.5. структура и шкала ценности информации. Классификация информационных ресурсов
Ценность информации может быть стоимостной категорией 
и характеризовать конкретный размер прибыли при ее исполь -
432.5. Структура и шкала ценности информации. Классификация информационных ресурсов
зовании или размер убытков при ее утрате. Степень ценности 
информации и необходимая надежность ее защиты находятся в прямой зависимости.
Информация часто становится ценной ввиду ее правового 
значения для фирмы или развития бизнеса, например учреди-тельные документы, программы и планы, договоры с партне-рами и посредниками и т. д. Ценность может проявляться в ее 
перспективном научном, техническом или технологическом значении.
Следует учитывать, что документ может быть не  только 
управленческим (деловым), имеющим в большинстве случаев текстовую, табличную или анкетную форму. Большие объемы наиболее ценных документов представлены в изобразительной форме: конструкторские документы, картографические, науч-но-технические, документы на фотографических, магнитных и иных носителях. В соответствии с этим обычно выделяются два вида интеллектуально ценной информации [7]:
·	техническая, технологическая: методы изготовления про-дукции, программное обеспечение, производственные показатели, химические формулы, рецептуры, результа-ты испытаний опытных образцов, данные контроля ка-чества и т. п.;
·	деловая: стоимостные показатели, результаты исследо-вания рынка, списки клиентов, экономические прогно-зы и т. п.
По принадлежности к виду собственности информацион-
ные ресурсы могут быть государственными или негосударствен-ными, находиться в собственности граждан, органов государ-ственной власти, исполнительных органов, органов местного самоуправления, государственных учреждений, организаций и предприятий, общественных организаций.
Защите подлежит любая официальная документированная 
информация, неправомерное обращение с которой может на-нести ущерб ее собственнику, владельцу, пользователю и иному 
442. Информация как объект защиты
лицу. Таким образом, наличие права собственности на инфор-
мацию как результат интеллектуальной деятельности опреде-ляет правовую целесообразность защиты информационных ре-сурсов. Существует также экономическая целесообразность защиты информационных ресурсов, основанная на потреби-
тельских свойствах информации, прежде всего на ее стоимости.
В соответствии с интересами обеспечения национальной 
безопасности и степенью ценности для государства, а также правовыми, экономическими и другими интересами информа-ционные ресурсы могут быть открытыми, то есть общедоступ-
ными (используемыми в работе без специального разрешения, публикуемыми в  средствах массовой информации, оглашаемы -
ми в выступлениях и т. п.), и ограниченного доступа и использо-
вания, то есть содержащими сведения, составляющие тот или иной вид тайны и подлежащие защите, охране, наблюдению (рис. 2.3) [7].
 
Информационные ресурсы 
открытые 
 ограниченного доступа 
государственная  
тайна 
другие виды тайн 
Рис. 2.3. Классификация информационных ресурсов
Запрещается относить к информации ограниченного до-
ступа:
·	законодательные и другие нормативные акты, устанавлива-
ющие правовой статус органов государственной власти, ис-
полнительных органов, органов местного самоуправления, организаций, общественных объединений, а также права, свободы и обязанности граждан, порядок их реализации;
452.5. Структура и шкала ценности информации. Классификация информационных ресурсов
·	документы, содержащие информацию о чрезвычайных 
ситуациях, экологическую, метеорологическую, демогра-фическую, санитарно-эпидемиологическую и другую ин-формацию, необходимую для обеспечения безопасного функционирования населенных пунктов, производствен-ных объектов, безопасности граждан и населения в целом;
·	документы, содержащие информацию о деятельности ор-ганов государственной власти, исполнительных органов и органов местного самоуправления, об использовании бюджетных средств и других государственных и местных ресурсов, о состоянии и потребностях населения, за ис-ключением сведений, относящихся к государственной тайне;
·	документы, накапливаемые в открытых фондах библио-тек и архивов, информационных системах органов госу-дарственной власти, исполнительных органов, органов местного самоуправления, организаций, общественных объединений, представляющие общественный интерес или необходимые для реализации прав, свобод и обязан-ностей граждан.
Ценная информация охраняется нормами права (патентно-
го, авторского, смежных прав и др.), товарным знаком или за-щищается включением ее в категорию информации, составля-ющей определенный вид тайны.
Для информационных ресурсов ограниченного доступа вид 
тайны является определяющим основанием их классифика-ции. Тайна — это нечто неизвестное, неведомое, неразгадан-ное, еще не познанное, нечто скрываемое от других, известное не всем. Выделяются две глобальные предметные сферы тайны:
·	тайны природы, то есть объективные тайны: тайна Все-
ленной, тайны рождения и смерти и множество других тайн;
·	тайны людей, то есть субъективные тайны: тайны лично-
сти, тайны производства, тайны искусства и т. п.
462. Информация как объект защиты
В понятие тайны включается не только документированная 
информация, а также базы данных, продукция, изделия, тех-
нологии, излучения, физические поля. Многообразие форм и субъектов собственности закрепляет за собственником пра-во считать ту или иную ценную информацию тайной.
Состав видов тайны в современном российском законода-
тельстве постоянно расширяется. В настоящее время основны-ми видами тайны являются: государственная, служебная, про-фессиональная, коммерческая и личная. Каждый из этих видов имеет несколько подвидов.
Государственная тайна  — защищаемые государством све-
дения в области военной, внешнеполитической, экономиче-ской, разведывательной, контрразведывательной и оператив-но-розыскной деятельности, распространение которых может нанести ущерб безопасности Российской Федерации. Основы защиты государственной тайны регламентируются законом РФ от 21.07.1993 N 5485–1 «О государственной тайне».
Другие виды тайны являются негосударственными. Отнесе-
ние информации к информации ограниченного доступа осу-ществляется в порядке, установленном законодательством РФ, в соответствии с Перечнем сведений конфиденциального ха-рактера, утвержденным Указом Президента РФ от 06.03.1997 г. 
№ 188.
Служебная тайна содержит информацию ограниченного 
распространения, к которой относятся несекретные сведения, касающиеся деятельности организации, ограничения на рас-пространение которых диктуются служебной необходимостью. К служебной информации относятся сведения, не подлежащие опубликованию в средствах массовой информации, использо-ванию в открытых документах, оглашению на конференциях, переговорах и выставках, например черновики и варианты гото-вящихся документов, служебные инструкции, тактика ведения переговоров, персональные данные работников и т. д. Разновид-
ностями служебной тайны можно назвать судебно-следствен-
472.5. Структура и шкала ценности информации. Классификация информационных ресурсов
ную тайну, тайну государственных банков, производственную 
тайну (до ее патентования) в некоммерческой сфере и др.
Профессиональная тайна — инструмент защиты персональ-
ных данных о гражданах и личной тайны граждан. Имеется в виду, что эти сведения переданы их собственником или нахо-дятся в распоряжении той или иной организации и необходимы ей для выполнения профессиональной деятельности: врачеб-ная тайна, тайна страхования, тайна завещания, тайна голо-сования, тайна предприятий связи, тайна налоговых органов и др. Профессиональная тайна может быть также тайной ма-стерства, тайной профессионального умения, например тайна творчества, тайна рационализатора и др.
Коммерческая тайна — сведения, имеющие действительную 
или потенциальную коммерческую ценность в силу неизвест-ности их третьим лицам, когда к ним нет свободного доступа на законном основании и обладатель этих сведений принима-ет меры к охране их конфиденциальности. Учитывая, что ком-мерческая тайна как таковая отражает в значительной степени торговые секреты, иногда в рамках этого же определения ис-пользуется термин «предпринимательская тайна». В зарубеж-ной практике обычно используются термины, разделяющие предпринимательскую тайну на две части — производствен-ную и коммерческую. Коммерческая тайна рассматривается как обязательное условие добросовестной конкуренции пред-приятий на рынке товаров или услуг. В России коммерческая 
тайна охватывает негосударственную сферу или коммерческие направления производственной деятельности и включает про-изводственную, финансовую, научную и другие подвиды тай-ны. В рамках этого вида тайны выделяется коммерческая тай-на банка (банковская тайна), тайна фирмы. К коммерческой 
тайне относятся секреты предприятий, с которыми сотруднича-
ет фирма, секреты клиентов, покупателей, поставщиков и т. п.
Личная тайна граждан определена в Конституции Рос-
сийской Федерации, где указано, что каждый имеет право 
482. Информация как объект защиты
на неприкосновенность частной жизни, личную и семейную 
тайну, защиту своей чести и доброго имени. Каждый имеет пра-во на тайну переписки, телефонных переговоров, почтовых, телеграфных и иных сообщений. Не допускается сбор, хране-ние, использование и распространение информации о частной жизни граждан без их согласия. Семейную тайну можно считать разновидностью личной тайны. Она представляет собой тайну нескольких лиц, связанных родством, например: имуществен-ное положение, взгляды и убеждения, отношения в семье, тай-на факта усыновления.
Процесс выявления и регламентации реального состава ин-
формации ограниченного доступа важен для эффективной ра-боты системы защиты информации.
Например, информация ограниченного доступа формиру-
ется в следующих направлениях деятельности предприятия:
·	прогнозирование и планирование деятельности (расши-рение или свертывание производства, программы разви-тия, планы инвестиций);
·	управление предприятием (сведения о подготовке и при-нятии решений, применяемые методы управления);
·	финансовая деятельность (баланс, сведения о состоянии счетов и уровне доходности, информация о получении кредитов);
·	торговая деятельность (информация о рыночной страте-гии, об эффективности коммерческой деятельности);
·	производственная деятельность (производственные мощ -
ности, тип используемого оборудования, запасы сырья и готовой продукции);
·	переговоры и совещания по направлениям деятельности предприятия (информация о подготовке и результатах 
проведения переговоров);
·	формирование ценовой политики на продукцию и услу-ги (информация о структуре цен, методах расчета, разме-рах скидок);
492.5. Структура и шкала ценности информации. Классификация информационных ресурсов
·	формирование состава партнеров, поставщиков и потре-
бителей;
·	изучение состава конкурентов;
·	участие в торгах и аукционах;
·	научная и исследовательская деятельность по созданию новой техники и технологий;
·	использование новых технологий;
·	подбор и управление персоналом;
·	организация безопасности предприятия.
При определении состава информации ограниченного до-
ступа следует выделять ключевые элементы информации, явля-ющиеся основными носителями секрета. Информация может быть отнесена к коммерческой тайне при соблюдении следу-ющих условий:
·	информация не должна отражать негативные стороны де-
ятельности предприятия;
·	информация не должна быть общедоступной или обще-
известной;
·	возникновение или получение информации должно быть законным и связано с расходованием материального, финансового или интеллектуального потенциала пред-приятия;
·	персонал должен знать о ценности такой информации 
и обучен правилам работы с ней;
·	должны быть выполнены реальные действия по защите 
этой информации (наличие системы защиты, норматив-но-методического и технического обеспечения этой си-стемы).
В соответствии с постановлением Правительства РФ «О пе-
речне сведений, которые не могут составлять коммерческую тайну» от 5 декабря 1991 г. к конфиденциальной информации нельзя относить:
·	учредительные документы, уставы предпринимательских структур;
502. Информация как объект защиты
·	документы, дающие право заниматься предприниматель-
ской деятельностью (регистрационные удостоверения, лицензии, патенты);
·	сведения по установленным формам отчетности о фи-нансово-хозяйственной деятельности и иные сведения, необходимые для проверки правильности исчисления и уплаты налогов и других обязательных платежей в го-сударственную бюджетную систему РФ;
·	документы о платежеспособности;
·	сведения о численности, составе работающих, их заработ-ной плате и условиях труда, а также о наличии свободных рабочих мест;
·	документы об уплате налогов и обязательных платежей;
·	сведения о загрязнении окружающей среды, нарушении ан-тимонопольного законодательства, несоблюдении безопас -
ных условий труда, реализации продукции, причиняющей вред здоровью населения, а также других нарушениях зако-нодательства РФ и размерах причиненного при этом ущерба;
·	сведения об участии должностных лиц предприятия в ко-оперативных, малых предприятиях, товариществах, акци-онерных обществах, объединениях и других организаци-ях, занимающихся предпринимательской деятельностью.
Состав ценной конфиденциальной информации, подлежа-
щей защите, определяется ее собственником или владельцем. Предприятия однотипного профиля могут руководствоваться примерным составом защищаемых сведений.
При определении ценности информации следует определить 
возможный ущерб от реализации угроз безопасности. Опреде-ляя ущерб, важно оценить его в стоимостном выражении: сто-имость продукции, которая не будет произведена или реализо-вана, затраты на научные исследования и т. п.
В практической деятельности состав защищаемых сведений 
фиксируется в специальном Перечне конфиденциальных сведе-ний. Определяется также перечень документов, не содержащих 
512.5. Структура и шкала ценности информации. Классификация информационных ресурсов
конфиденциальные сведения, но представляющих ценность для 
предприятия и подлежащих охране (например, устав, контракт 
и т. п.). (Перечень ценных и конфиденциальных документов).
Таким образом, ценная информация включается в докумен-
ты, входящие в состав информационных ресурсов ограничен-ного доступа к ним персонала. В соответствии с тем, к какому виду тайны относятся ресурсы, документы делятся на секрет-ные и несекретные. Обязательным признаком секретного до-кумента является наличие в нем сведений, составляющих го-сударственную тайну. Несекретные документы, включающие сведения, относимые к негосударственной тайне или содержа-щие персональные данные, называются конфиденциальными. Обязательным признаком конфиденциального документа яв-ляется наличие в нем информации, подлежащей защите.
К документам ограниченного доступа относятся:·	в государственных структурах: документы, проекты до-кументов и сопутствующие материалы, относимые к слу-
жебной инфомации ограниченного распространения (до -
кументы «для служебного пользования»), содержащие сведения, отнесенные к служебной тайне, имеющие ра-бочий характер и  не подлежащие опубликованию в  от-
крытой печати;
·	в предпринимательских структурах — документы, содержа-щие сведения, которые собственник или владелец в соответ-ствии с законодательством имеет право отнести к коммер-ческой (предпринимательской) тайне, тайне мастерства;
·	независимо от принадлежности — документы и базы дан-ных, фиксирующие любые персональные (личные) дан-ные о  гражданах, а  также содержащие профессиональную 
тайну, технические и технологические новшества (до их патентования), тайну предприятий связи, сферы обслу-живания и т. п.
Называть документы ограниченного доступа секретными 
или ставить на них гриф секретности не допускается.
522. Информация как объект защиты
Ограничение доступа к документам имеет значительный раз-
брос по срокам ограничения свободного доступа к ним персо-
нала (от нескольких часов до значительного числа лет). Следует учитывать, что основная масса конфиденциальных докумен-тов после окончания их исполнения или работы с ними теряет свою ценность и конфиденциальность. Например, переписка до заключения контракта может иметь гриф конфиденциаль-
ности, но после его подписания этот гриф снимается. Остав-шиеся конфиденциальными исполненные документы, сохраня-ющие ценность для деятельности фирмы, формируются в дела в соответствии с номенклатурой дел.
Период ограничения доступа к документам может быть кра -
тковременным или долговременным в зависимости от ценно-сти информации, содержащейся в документах. Период огра-ничения доступа определяется по указанному выше перечню конфиденциальных сведений и зависит от специфики деятель-
ности фирмы. Например, производственные, научно-исследо-вательские фирмы обладают более ценными документами, чем торговые, посреднические и др.
Документы долговременного периода ограничения доступа 
(программы и планы развития бизнеса, технологическая доку-
ментация ноу-хау, изобретения и др.) имеют усложненный ва-риант обработки и хранения, обеспечивающий безопасность информации и ее носителя.
Документы кратковременного периода ограничения доступа, 
имеющие оперативное значение для деятельности фирмы, об-рабатываются и хранятся по упрощенной схеме и могут не вы-деляться из технологической системы обработки открытых до-кументов при наличии в  этой системе минимальных защитных, 
контрольных и аналитических элементов.
Режим ограничения доступа к персональным данным сни-
мается в  случаях обезличивания этих данных или по  истечении 
75 лет срока их хранения, если иное не определено законом.
532.6. Правовой режим информационных ресурсов
2.6. правовой режим информационных ресурсов
Правовой режим информационных ресурсов определяется 
нормами, устанавливающими:
·	порядок документирования информации;
·	право собственности на отдельные документы и их мас-
сивы;
·	категорию информации по уровню доступа к ней;
·	порядок правовой защиты информации.
Государство имеет право выкупа документированной ин-
формации у физических и юридических лиц в случае отнесе-
ния этой информации к государственной тайне.
Собственник информационных ресурсов, содержащих све-
дения, отнесенные к государственной тайне, вправе распоря-
жаться этой собственностью только с разрешения соответству-ющих органов государственной власти.
Государственные информационные ресурсы РФ являются 
открытыми и общедоступными, исключение составляет доку-ментированная информация, отнесенная законом к категори-ям ограниченного доступа.
Документированная информация с ограниченным досту-
пом по условиям ее правового режима подразделяется на ин-
формацию, отнесенную к государственной тайне и конфиден-
циальную.
Режим защиты информации устанавливается:·	в отношении сведений, отнесенных к государственной 
тайне,  — уполномоченными органами на  основании зако -
на РФ «О государственной тайне» от 21.09.93 № 182-ФЗ;
·	в отношении конфиденциальной информации — соб-ственником информационных ресурсов или уполно-моченным лицом на  основании Федерального закона 
«Об информации, информационных технологиях и за-щите информации от 27.07.2006 № 149-ФЗ;
542. Информация как объект защиты
·	в отношении персональных данных — Федеральный за-
кон «О персональных данных» от 27.07.2006 № 152-ФЗ.
Органы государственной власти и организации, ответ-
ственные за формирование и использование информацион-ных ресурсов, подлежащих защите, разрабатывающие и при-меняющие информационные технологии для формирования и использования информационных ресурсов с ограниченным доступом, руководствуются в своей деятельности Законода-тельством РФ.
Контроль за соблюдением требований к защите инфор-
